Int_LAO_sun,Int_optimized,two_theta_LAO_sub,two_theta_optimized
0,9,22.344,22.344
1,6,22.346,22.346
1,5,22.348,22.348
5,3,22.35,22.35
5,10,22.352,22.352
2,5,22.354,22.354
3,5,22.356,22.356
1,8,22.358,22.358
5,4,22.36,22.36
5,6,22.362,22.362
4,9,22.364,22.364
3,7,22.366,22.366
2,1,22.368,22.368
2,5,22.37,22.37
4,12,22.372,22.372
5,6,22.374,22.374
3,9,22.376,22.376
4,9,22.378,22.378
1,5,22.38,22.38
3,7,22.382,22.382
3,6,22.384,22.384
2,3,22.386,22.386
2,3,22.388,22.388
5,7,22.39,22.39
5,5,22.392,22.392
1,5,22.394,22.394
2,6,22.396,22.396
4,11,22.398,22.398
2,2,22.4,22.4
4,10,22.402,22.402
2,5,22.404,22.404
3,4,22.406,22.406
6,8,22.408,22.408
5,4,22.41,22.41
4,9,22.412,22.412
5,5,22.414,22.414
6,4,22.416,22.416
6,8,22.418,22.418
3,8,22.42,22.42
5,8,22.422,22.422
6,11,22.424,22.424
4,6,22.426,22.426
1,9,22.428,22.428
5,14,22.43,22.43
1,4,22.432,22.432
4,7,22.434,22.434
9,5,22.436,22.436
4,4,22.438,22.438
2,8,22.44,22.44
4,7,22.442,22.442
5,5,22.444,22.444
10,9,22.446,22.446
4,8,22.448,22.448
3,9,22.45,22.45
0,6,22.452,22.452
1,8,22.454,22.454
4,6,22.456,22.456
2,12,22.458,22.458
7,2,22.46,22.46
4,6,22.462,22.462
8,8,22.464,22.464
4,6,22.466,22.466
2,8,22.468,22.468
0,5,22.47,22.47
4,3,22.472,22.472
3,4,22.474,22.474
6,10,22.476,22.476
2,8,22.478,22.478
2,4,22.48,22.48
1,12,22.482,22.482
3,7,22.484,22.484
3,10,22.486,22.486
5,10,22.488,22.488
4,5,22.49,22.49
7,10,22.492,22.492
1,10,22.494,22.494
10,12,22.496,22.496
7,7,22.498,22.498
4,11,22.5,22.5
1,6,22.502,22.502
5,11,22.504,22.504
5,11,22.506,22.506
7,12,22.508,22.508
4,8,22.51,22.51
3,15,22.512,22.512
2,3,22.514,22.514
3,7,22.516,22.516
5,7,22.518,22.518
2,11,22.52,22.52
7,13,22.522,22.522
6,8,22.524,22.524
2,6,22.526,22.526
2,8,22.528,22.528
10,11,22.53,22.53
4,12,22.532,22.532
2,8,22.534,22.534
7,13,22.536,22.536
3,9,22.538,22.538
6,9,22.54,22.54
6,1,22.542,22.542
4,11,22.544,22.544
3,9,22.546,22.546
6,11,22.548,22.548
3,9,22.55,22.55
5,3,22.552,22.552
6,6,22.554,22.554
2,7,22.556,22.556
3,4,22.558,22.558
4,3,22.56,22.56
3,6,22.562,22.562
8,7,22.564,22.564
3,5,22.566,22.566
4,7,22.568,22.568
2,7,22.57,22.57
9,5,22.572,22.572
3,9,22.574,22.574
4,0,22.576,22.576
4,15,22.578,22.578
1,9,22.58,22.58
5,5,22.582,22.582
4,9,22.584,22.584
1,7,22.586,22.586
5,13,22.588,22.588
2,15,22.59,22.59
4,12,22.592,22.592
1,8,22.594,22.594
6,11,22.596,22.596
1,12,22.598,22.598
4,10,22.6,22.6
2,10,22.602,22.602
3,9,22.604,22.604
3,11,22.606,22.606
5,15,22.608,22.608
6,8,22.61,22.61
1,12,22.612,22.612
9,8,22.614,22.614
9,11,22.616,22.616
2,8,22.618,22.618
7,15,22.62,22.62
2,13,22.622,22.622
5,10,22.624,22.624
9,10,22.626,22.626
6,14,22.628,22.628
2,11,22.63,22.63
6,8,22.632,22.632
4,8,22.634,22.634
4,16,22.636,22.636
3,16,22.638,22.638
1,19,22.64,22.64
3,15,22.642,22.642
5,11,22.644,22.644
4,13,22.646,22.646
5,12,22.648,22.648
4,17,22.65,22.65
7,17,22.652,22.652
6,19,22.654,22.654
2,13,22.656,22.656
6,23,22.658,22.658
5,17,22.66,22.66
7,22,22.662,22.662
4,13,22.664,22.664
3,18,22.666,22.666
9,22,22.668,22.668
6,17,22.67,22.67
5,22,22.672,22.672
5,9,22.674,22.674
4,24,22.676,22.676
3,17,22.678,22.678
8,19,22.68,22.68
10,30,22.682,22.682
1,26,22.684,22.684
9,18,22.686,22.686
6,18,22.688,22.688
9,16,22.69,22.69
5,15,22.692,22.692
4,14,22.694,22.694
13,18,22.696,22.696
7,18,22.698,22.698
5,13,22.7,22.7
5,20,22.702,22.702
4,18,22.704,22.704
3,20,22.706,22.706
9,22,22.708,22.708
7,20,22.71,22.71
6,21,22.712,22.712
5,23,22.714,22.714
9,16,22.716,22.716
10,20,22.718,22.718
5,23,22.72,22.72
7,16,22.722,22.722
8,15,22.724,22.724
6,20,22.726,22.726
8,13,22.728,22.728
7,13,22.73,22.73
4,11,22.732,22.732
6,13,22.734,22.734
5,16,22.736,22.736
6,10,22.738,22.738
7,22,22.74,22.74
2,24,22.742,22.742
8,11,22.744,22.744
4,17,22.746,22.746
4,18,22.748,22.748
3,19,22.75,22.75
9,8,22.752,22.752
2,19,22.754,22.754
5,12,22.756,22.756
8,12,22.758,22.758
13,14,22.76,22.76
8,17,22.762,22.762
5,7,22.764,22.764
14,21,22.766,22.766
7,12,22.768,22.768
6,17,22.77,22.77
8,15,22.772,22.772
11,14,22.774,22.774
9,17,22.776,22.776
5,16,22.778,22.778
7,15,22.78,22.78
4,19,22.782,22.782
11,14,22.784,22.784
6,17,22.786,22.786
8,18,22.788,22.788
9,16,22.79,22.79
6,20,22.792,22.792
13,24,22.794,22.794
5,25,22.796,22.796
10,19,22.798,22.798
7,24,22.8,22.8
9,28,22.802,22.802
9,31,22.804,22.804
9,28,22.806,22.806
19,37,22.808,22.808
7,24,22.81,22.81
11,39,22.812,22.812
12,32,22.814,22.814
9,39,22.816,22.816
7,34,22.818,22.818
3,36,22.82,22.82
16,33,22.822,22.822
15,44,22.824,22.824
11,44,22.826,22.826
5,40,22.828,22.828
11,41,22.83,22.83
8,45,22.832,22.832
7,42,22.834,22.834
7,49,22.836,22.836
11,48,22.838,22.838
17,59,22.84,22.84
19,57,22.842,22.842
9,56,22.844,22.844
10,54,22.846,22.846
12,61,22.848,22.848
15,55,22.85,22.85
10,48,22.852,22.852
8,71,22.854,22.854
17,70,22.856,22.856
14,74,22.858,22.858
14,71,22.86,22.86
13,82,22.862,22.862
9,60,22.864,22.864
17,74,22.866,22.866
16,76,22.868,22.868
11,70,22.87,22.87
17,81,22.872,22.872
12,78,22.874,22.874
8,70,22.876,22.876
14,87,22.878,22.878
16,75,22.88,22.88
13,88,22.882,22.882
15,68,22.884,22.884
18,86,22.886,22.886
8,90,22.888,22.888
20,88,22.89,22.89
11,74,22.892,22.892
9,92,22.894,22.894
18,87,22.896,22.896
18,93,22.898,22.898
20,86,22.9,22.9
14,97,22.902,22.902
17,83,22.904,22.904
21,61,22.906,22.906
19,91,22.908,22.908
21,84,22.91,22.91
17,70,22.912,22.912
19,86,22.914,22.914
16,74,22.916,22.916
16,80,22.918,22.918
24,64,22.92,22.92
13,107,22.922,22.922
19,69,22.924,22.924
20,83,22.926,22.926
20,83,22.928,22.928
19,66,22.93,22.93
20,84,22.932,22.932
17,79,22.934,22.934
21,83,22.936,22.936
28,53,22.938,22.938
15,68,22.94,22.94
16,71,22.942,22.942
30,75,22.944,22.944
18,89,22.946,22.946
21,62,22.948,22.948
26,68,22.95,22.95
35,62,22.952,22.952
26,71,22.954,22.954
23,42,22.956,22.956
19,61,22.958,22.958
36,53,22.96,22.96
19,57,22.962,22.962
32,79,22.964,22.964
33,59,22.966,22.966
36,49,22.968,22.968
29,56,22.97,22.97
33,58,22.972,22.972
27,58,22.974,22.974
31,59,22.976,22.976
34,59,22.978,22.978
33,54,22.98,22.98
44,52,22.982,22.982
37,71,22.984,22.984
44,78,22.986,22.986
30,61,22.988,22.988
43,63,22.99,22.99
36,73,22.992,22.992
32,76,22.994,22.994
34,73,22.996,22.996
40,101,22.998,22.998
51,95,23,23
52,92,23.002,23.002
48,116,23.004,23.004
41,127,23.006,23.006
53,106,23.008,23.008
57,125,23.01,23.01
63,135,23.012,23.012
60,161,23.014,23.014
62,159,23.016,23.016
51,185,23.018,23.018
56,158,23.02,23.02
74,184,23.022,23.022
68,231,23.024,23.024
75,222,23.026,23.026
62,233,23.028,23.028
97,228,23.03,23.03
83,248,23.032,23.032
97,270,23.034,23.034
90,270,23.036,23.036
109,282,23.038,23.038
91,313,23.04,23.04
93,354,23.042,23.042
130,351,23.044,23.044
135,391,23.046,23.046
104,399,23.048,23.048
139,459,23.05,23.05
149,467,23.052,23.052
176,467,23.054,23.054
172,520,23.056,23.056
209,548,23.058,23.058
240,606,23.06,23.06
265,561,23.062,23.062
296,625,23.064,23.064
326,639,23.066,23.066
389,736,23.068,23.068
481,709,23.07,23.07
619,756,23.072,23.072
766,713,23.074,23.074
865,789,23.076,23.076
992,903,23.078,23.078
1150,942,23.08,23.08
1212,975,23.082,23.082
1372,1043,23.084,23.084
1515,1033,23.086,23.086
1622,1115,23.088,23.088
1718,1160,23.09,23.09
1835,1226,23.092,23.092
2121,1230,23.094,23.094
2238,1354,23.096,23.096
2444,1415,23.098,23.098
2728,1504,23.1,23.1
2923,1496,23.102,23.102
3209,1648,23.104,23.104
3484,1819,23.106,23.106
3823,1818,23.108,23.108
4173,1972,23.11,23.11
4502,2018,23.112,23.112
4886,2196,23.114,23.114
5365,2373,23.116,23.116
5580,2493,23.118,23.118
6028,2597,23.12,23.12
6401,2744,23.122,23.122
6885,2868,23.124,23.124
7005,2983,23.126,23.126
7532,3177,23.128,23.128
7783,3358,23.13,23.13
8168,3641,23.132,23.132
8427,3754,23.134,23.134
8595,4051,23.136,23.136
9052,4680,23.138,23.138
9207,4991,23.14,23.14
9604,5759,23.142,23.142
10026,6426,23.144,23.144
10198,7125,23.146,23.146
10651,7670,23.148,23.148
10879,8657,23.15,23.15
11177,9750,23.152,23.152
11431,10948,23.154,23.154
11522,12393,23.156,23.156
11879,13805,23.158,23.158
12209,15101,23.16,23.16
12129,16275,23.162,23.162
12121,17641,23.164,23.164
11926,19072,23.166,23.166
12094,20468,23.168,23.168
11893,21366,23.17,23.17
11751,22662,23.172,23.172
11718,23526,23.174,23.174
11471,24763,23.176,23.176
11201,25817,23.178,23.178
11162,27179,23.18,23.18
11241,28231,23.182,23.182
10884,29468,23.184,23.184
10687,30046,23.186,23.186
10565,31783,23.188,23.188
10174,32552,23.19,23.19
10200,33038,23.192,23.192
9911,33826,23.194,23.194
9610,34424,23.196,23.196
9401,34312,23.198,23.198
9207,34443,23.2,23.2
8960,34463,23.202,23.202
9039,34143,23.204,23.204
9097,33542,23.206,23.206
8951,33015,23.208,23.208
8719,32880,23.21,23.21
8890,32843,23.212,23.212
9029,32572,23.214,23.214
9064,32429,23.216,23.216
9292,31811,23.218,23.218
9509,31617,23.22,23.22
9788,31414,23.222,23.222
9847,31323,23.224,23.224
9836,30739,23.226,23.226
9892,29993,23.228,23.228
10017,29627,23.23,23.23
10296,28832,23.232,23.232
10072,27614,23.234,23.234
9994,26679,23.236,23.236
9863,25977,23.238,23.238
9939,24754,23.24,23.24
9575,23587,23.242,23.242
9468,22754,23.244,23.244
8885,21812,23.246,23.246
8605,20478,23.248,23.248
8043,19797,23.25,23.25
7542,18923,23.252,23.252
6964,18289,23.254,23.254
6304,17385,23.256,23.256
5889,16651,23.258,23.258
5437,15970,23.26,23.26
4933,15197,23.262,23.262
4527,14700,23.264,23.264
4146,13925,23.266,23.266
3830,13379,23.268,23.268
3560,12169,23.27,23.27
3220,11464,23.272,23.272
3000,10574,23.274,23.274
2576,9552,23.276,23.276
2345,8730,23.278,23.278
2278,7870,23.28,23.28
1965,6942,23.282,23.282
1872,6317,23.284,23.284
1684,5877,23.286,23.286
1616,5346,23.288,23.288
1457,4736,23.29,23.29
1405,4310,23.292,23.292
1376,4051,23.294,23.294
1284,3779,23.296,23.296
1228,3431,23.298,23.298
1154,3106,23.3,23.3
1128,2750,23.302,23.302
1104,2711,23.304,23.304
1078,2513,23.306,23.306
1023,2171,23.308,23.308
1007,1903,23.31,23.31
996,1680,23.312,23.312
1003,1543,23.314,23.314
954,1479,23.316,23.316
933,1277,23.318,23.318
867,1148,23.32,23.32
844,1102,23.322,23.322
770,977,23.324,23.324
768,898,23.326,23.326
745,857,23.328,23.328
690,844,23.33,23.33
627,769,23.332,23.332
541,716,23.334,23.334
531,727,23.336,23.336
535,648,23.338,23.338
514,686,23.34,23.34
460,580,23.342,23.342
482,604,23.344,23.344
460,553,23.346,23.346
428,532,23.348,23.348
383,505,23.35,23.35
411,431,23.352,23.352
377,460,23.354,23.354
381,444,23.356,23.356
385,407,23.358,23.358
336,403,23.36,23.36
347,361,23.362,23.362
320,354,23.364,23.364
293,346,23.366,23.366
280,318,23.368,23.368
239,323,23.37,23.37
265,279,23.372,23.372
227,263,23.374,23.374
229,264,23.376,23.376
239,224,23.378,23.378
215,211,23.38,23.38
196,214,23.382,23.382
205,202,23.384,23.384
154,224,23.386,23.386
167,167,23.388,23.388
150,164,23.39,23.39
134,154,23.392,23.392
108,131,23.394,23.394
83,145,23.396,23.396
98,132,23.398,23.398
94,135,23.4,23.4
65,116,23.402,23.402
51,99,23.404,23.404
64,105,23.406,23.406
51,101,23.408,23.408
40,84,23.41,23.41
45,86,23.412,23.412
41,87,23.414,23.414
41,73,23.416,23.416
39,75,23.418,23.418
26,61,23.42,23.42
32,76,23.422,23.422
35,45,23.424,23.424
40,49,23.426,23.426
21,64,23.428,23.428
32,37,23.43,23.43
24,36,23.432,23.432
20,38,23.434,23.434
21,22,23.436,23.436
28,35,23.438,23.438
22,31,23.44,23.44
21,29,23.442,23.442
21,32,23.444,23.444
18,31,23.446,23.446
17,26,23.448,23.448
20,14,23.45,23.45
17,30,23.452,23.452
17,12,23.454,23.454
24,22,23.456,23.456
20,25,23.458,23.458
16,25,23.46,23.46
22,16,23.462,23.462
15,23,23.464,23.464
19,28,23.466,23.466
10,19,23.468,23.468
21,28,23.47,23.47
14,13,23.472,23.472
15,16,23.474,23.474
16,19,23.476,23.476
9,22,23.478,23.478
18,18,23.48,23.48
11,28,23.482,23.482
16,17,23.484,23.484
7,19,23.486,23.486
17,15,23.488,23.488
11,21,23.49,23.49
11,16,23.492,23.492
13,22,23.494,23.494
11,15,23.496,23.496
9,20,23.498,23.498
11,14,23.5,23.5
15,20,23.502,23.502
19,19,23.504,23.504
10,17,23.506,23.506
10,19,23.508,23.508
13,14,23.51,23.51
11,18,23.512,23.512
8,24,23.514,23.514
16,14,23.516,23.516
9,19,23.518,23.518
8,20,23.52,23.52
13,16,23.522,23.522
10,12,23.524,23.524
12,11,23.526,23.526
16,10,23.528,23.528
12,10,23.53,23.53
11,9,23.532,23.532
14,16,23.534,23.534
13,14,23.536,23.536
16,10,23.538,23.538
13,16,23.54,23.54
6,13,23.542,23.542
17,16,23.544,23.544
8,10,23.546,23.546
9,11,23.548,23.548
11,14,23.55,23.55
13,9,23.552,23.552
13,9,23.554,23.554
11,5,23.556,23.556
7,8,23.558,23.558
9,8,23.56,23.56
17,5,23.562,23.562
11,8,23.564,23.564
14,10,23.566,23.566
7,9,23.568,23.568
10,10,23.57,23.57
11,7,23.572,23.572
5,6,23.574,23.574
12,5,23.576,23.576
7,8,23.578,23.578
9,8,23.58,23.58
5,8,23.582,23.582
12,3,23.584,23.584
6,7,23.586,23.586
6,6,23.588,23.588
7,7,23.59,23.59
9,5,23.592,23.592
8,5,23.594,23.594
9,5,23.596,23.596
8,9,23.598,23.598
9,7,23.6,23.6
16,5,23.602,23.602
4,12,23.604,23.604
9,9,23.606,23.606
10,6,23.608,23.608
9,5,23.61,23.61
9,9,23.612,23.612
4,10,23.614,23.614
10,14,23.616,23.616
11,7,23.618,23.618
2,8,23.62,23.62
9,14,23.622,23.622
10,7,23.624,23.624
5,10,23.626,23.626
8,9,23.628,23.628
9,14,23.63,23.63
12,5,23.632,23.632
11,9,23.634,23.634
5,14,23.636,23.636
7,11,23.638,23.638
7,5,23.64,23.64
4,9,23.642,23.642
3,8,23.644,23.644
15,4,23.646,23.646
7,8,23.648,23.648
5,13,23.65,23.65
7,8,23.652,23.652
10,10,23.654,23.654
7,10,23.656,23.656
5,11,23.658,23.658
6,7,23.66,23.66
7,16,23.662,23.662
9,12,23.664,23.664
7,7,23.666,23.666
7,4,23.668,23.668
4,10,23.67,23.67
3,10,23.672,23.672
5,11,23.674,23.674
5,10,23.676,23.676
1,7,23.678,23.678
5,10,23.68,23.68
9,12,23.682,23.682
8,9,23.684,23.684
9,11,23.686,23.686
10,7,23.688,23.688
3,6,23.69,23.69
7,6,23.692,23.692
8,10,23.694,23.694
3,9,23.696,23.696
5,7,23.698,23.698
4,9,23.7,23.7
7,11,23.702,23.702
9,8,23.704,23.704
7,10,23.706,23.706
9,11,23.708,23.708
6,4,23.71,23.71
7,5,23.712,23.712
1,7,23.714,23.714
5,6,23.716,23.716
5,6,23.718,23.718
3,6,23.72,23.72
7,6,23.722,23.722
6,12,23.724,23.724
7,5,23.726,23.726
7,4,23.728,23.728
9,12,23.73,23.73
6,6,23.732,23.732
2,3,23.734,23.734
3,8,23.736,23.736
4,1,23.738,23.738
6,8,23.74,23.74
5,5,23.742,23.742
7,4,23.744,23.744
4,3,23.746,23.746
5,4,23.748,23.748
2,3,23.75,23.75
3,3,23.752,23.752
3,5,23.754,23.754
7,3,23.756,23.756
2,7,23.758,23.758
6,6,23.76,23.76
4,3,23.762,23.762
3,2,23.764,23.764
2,4,23.766,23.766
6,2,23.768,23.768
7,2,23.77,23.77
9,2,23.772,23.772
2,7,23.774,23.774
1,3,23.776,23.776
5,6,23.778,23.778
3,8,23.78,23.78
2,5,23.782,23.782
2,6,23.784,23.784
1,5,23.786,23.786
5,3,23.788,23.788
2,2,23.79,23.79
4,5,23.792,23.792
5,1,23.794,23.794
5,3,23.796,23.796
2,3,23.798,23.798
2,2,23.8,23.8
5,4,23.802,23.802
2,2,23.804,23.804
5,1,23.806,23.806
0,7,23.808,23.808
3,6,23.81,23.81
9,2,23.812,23.812
2,1,23.814,23.814
2,1,23.816,23.816
2,3,23.818,23.818
3,2,23.82,23.82
4,5,23.822,23.822
4,3,23.824,23.824
5,3,23.826,23.826
3,1,23.828,23.828
5,4,23.83,23.83
5,3,23.832,23.832
5,4,23.834,23.834
4,3,23.836,23.836
2,2,23.838,23.838
3,0,23.84,23.84
3,6,23.842,23.842
5,1,23.844,23.844
4,1,23.846,23.846
1,2,23.848,23.848
3,2,23.85,23.85
5,6,23.852,23.852
5,2,23.854,23.854
5,2,23.856,23.856
3,4,23.858,23.858
2,2,23.86,23.86
4,6,23.862,23.862
3,4,23.864,23.864
3,2,23.866,23.866
4,6,23.868,23.868
0,1,23.87,23.87
4,0,23.872,23.872
7,1,23.874,23.874
4,2,23.876,23.876
5,3,23.878,23.878
4,4,23.88,23.88
4,2,23.882,23.882
2,3,23.884,23.884
2,4,23.886,23.886
2,3,23.888,23.888
0,2,23.89,23.89
2,2,23.892,23.892
2,1,23.894,23.894
3,2,23.896,23.896
2,7,23.898,23.898
1,2,23.9,23.9
3,3,23.902,23.902
4,2,23.904,23.904
3,5,23.906,23.906
2,6,23.908,23.908
4,4,23.91,23.91
5,1,23.912,23.912
1,6,23.914,23.914
4,6,23.916,23.916
2,3,23.918,23.918
2,7,23.92,23.92
3,6,23.922,23.922
0,8,23.924,23.924
3,3,23.926,23.926
2,5,23.928,23.928
4,6,23.93,23.93
3,3,23.932,23.932
3,7,23.934,23.934
6,11,23.936,23.936
4,9,23.938,23.938
4,4,23.94,23.94
5,9,23.942,23.942
5,2,23.944,23.944
3,6,23.946,23.946
3,5,23.948,23.948
3,1,23.95,23.95
6,6,23.952,23.952
5,8,23.954,23.954
4,4,23.956,23.956
4,10,23.958,23.958
2,6,23.96,23.96
3,9,23.962,23.962
2,3,23.964,23.964
4,11,23.966,23.966
3,3,23.968,23.968
3,8,23.97,23.97
2,7,23.972,23.972
4,9,23.974,23.974
2,6,23.976,23.976
2,8,23.978,23.978
4,6,23.98,23.98
4,6,23.982,23.982
2,10,23.984,23.984
2,7,23.986,23.986
5,17,23.988,23.988
3,7,23.99,23.99
4,9,23.992,23.992
3,9,23.994,23.994
4,11,23.996,23.996
0,8,23.998,23.998
3,5,24,24
4,7,24.002,24.002
4,7,24.004,24.004
4,8,24.006,24.006
3,10,24.008,24.008
4,11,24.01,24.01
1,5,24.012,24.012
2,9,24.014,24.014
4,6,24.016,24.016
2,10,24.018,24.018
5,4,24.02,24.02
3,10,24.022,24.022
4,9,24.024,24.024
0,5,24.026,24.026
4,3,24.028,24.028
3,6,24.03,24.03
3,6,24.032,24.032
2,5,24.034,24.034
3,6,24.036,24.036
3,7,24.038,24.038
1,8,24.04,24.04
4,6,24.042,24.042
5,4,24.044,24.044
6,8,24.046,24.046
5,3,24.048,24.048
2,9,24.05,24.05
3,5,24.052,24.052
5,5,24.054,24.054
6,3,24.056,24.056
8,7,24.058,24.058
1,3,24.06,24.06
3,5,24.062,24.062
2,3,24.064,24.064
2,1,24.066,24.066
5,5,24.068,24.068
1,8,24.07,24.07
4,1,24.072,24.072
1,4,24.074,24.074
6,2,24.076,24.076
5,6,24.078,24.078
4,3,24.08,24.08
5,3,24.082,24.082
2,4,24.084,24.084
1,8,24.086,24.086
3,3,24.088,24.088
3,5,24.09,24.09
4,0,24.092,24.092
4,9,24.094,24.094
5,4,24.096,24.096
2,7,24.098,24.098
4,4,24.1,24.1
2,1,24.102,24.102
3,2,24.104,24.104
1,8,24.106,24.106
0,3,24.108,24.108
1,3,24.11,24.11
2,8,24.112,24.112
5,5,24.114,24.114
2,4,24.116,24.116
2,2,24.118,24.118
2,7,24.12,24.12
1,5,24.122,24.122
2,5,24.124,24.124
2,4,24.126,24.126
2,3,24.128,24.128
2,5,24.13,24.13
3,12,24.132,24.132
0,4,24.134,24.134
2,9,24.136,24.136
1,5,24.138,24.138
4,3,24.14,24.14
2,8,24.142,24.142
3,3,24.144,24.144
2,4,24.146,24.146
1,5,24.148,24.148
1,13,24.15,24.15
0,5,24.152,24.152
1,5,24.154,24.154
4,1,24.156,24.156
0,7,24.158,24.158
3,8,24.16,24.16
1,8,24.162,24.162
1,6,24.164,24.164
1,4,24.166,24.166
2,4,24.168,24.168
3,4,24.17,24.17
3,6,24.172,24.172
3,4,24.174,24.174
1,9,24.176,24.176
2,8,24.178,24.178
2,7,24.18,24.18
1,10,24.182,24.182
2,8,24.184,24.184
5,6,24.186,24.186
4,8,24.188,24.188
2,9,24.19,24.19
1,11,24.192,24.192
4,8,24.194,24.194
0,6,24.196,24.196
2,7,24.198,24.198
2,5,24.2,24.2
5,9,24.202,24.202
4,12,24.204,24.204
4,7,24.206,24.206
0,12,24.208,24.208
2,7,24.21,24.21
7,11,24.212,24.212
6,10,24.214,24.214
4,7,24.216,24.216
4,8,24.218,24.218
3,10,24.22,24.22
2,8,24.222,24.222
1,11,24.224,24.224
3,6,24.226,24.226
3,4,24.228,24.228
5,9,24.23,24.23
4,8,24.232,24.232
5,9,24.234,24.234
2,6,24.236,24.236
6,7,24.238,24.238
5,8,24.24,24.24
2,11,24.242,24.242
2,5,24.244,24.244
3,10,24.246,24.246
3,9,24.248,24.248
1,6,24.25,24.25
4,7,24.252,24.252
4,6,24.254,24.254
4,6,24.256,24.256
3,11,24.258,24.258
4,5,24.26,24.26
3,7,24.262,24.262
4,8,24.264,24.264
3,8,24.266,24.266
4,7,24.268,24.268
3,7,24.27,24.27
3,5,24.272,24.272
3,8,24.274,24.274
3,2,24.276,24.276
3,7,24.278,24.278
2,5,24.28,24.28
0,7,24.282,24.282
2,7,24.284,24.284
4,3,24.286,24.286
3,4,24.288,24.288
4,4,24.29,24.29
5,6,24.292,24.292
2,3,24.294,24.294
1,4,24.296,24.296
1,1,24.298,24.298
1,7,24.3,24.3
1,3,24.302,24.302
2,3,24.304,24.304
8,4,24.306,24.306
3,3,24.308,24.308
4,5,24.31,24.31
1,8,24.312,24.312
3,2,24.314,24.314
1,1,24.316,24.316
1,2,24.318,24.318
3,9,24.32,24.32
0,7,24.322,24.322
4,7,24.324,24.324
0,6,24.326,24.326
1,2,24.328,24.328
4,5,24.33,24.33
3,1,24.332,24.332
1,3,24.334,24.334
1,4,24.336,24.336
4,5,24.338,24.338
5,3,24.34,24.34
4,2,24.342,24.342
1,0,24.344,24.344
1,1,24.346,24.346
3,3,24.348,24.348
6,1,24.35,24.35
2,4,24.352,24.352
1,2,24.354,24.354
2,6,24.356,24.356
2,4,24.358,24.358
2,0,24.36,24.36
4,3,24.362,24.362
3,2,24.364,24.364
5,4,24.366,24.366
1,6,24.368,24.368
3,5,24.37,24.37
5,3,24.372,24.372
2,7,24.374,24.374
1,6,24.376,24.376
3,4,24.378,24.378
5,3,24.38,24.38
2,6,24.382,24.382
0,3,24.384,24.384
1,6,24.386,24.386
3,3,24.388,24.388
5,7,24.39,24.39
2,4,24.392,24.392
3,1,24.394,24.394
1,3,24.396,24.396
1,4,24.398,24.398
1,5,24.4,24.4
4,4,24.402,24.402
1,3,24.404,24.404
2,5,24.406,24.406
4,4,24.408,24.408
2,13,24.41,24.41
0,3,24.412,24.412
3,5,24.414,24.414
1,3,24.416,24.416
1,2,24.418,24.418
2,7,24.42,24.42
0,4,24.422,24.422
1,2,24.424,24.424
1,2,24.426,24.426
1,4,24.428,24.428
2,9,24.43,24.43
4,5,24.432,24.432
0,7,24.434,24.434
1,4,24.436,24.436
3,4,24.438,24.438
2,3,24.44,24.44
2,10,24.442,24.442
2,4,24.444,24.444
1,3,24.446,24.446
1,2,24.448,24.448
2,8,24.45,24.45
6,4,24.452,24.452
3,3,24.454,24.454
2,2,24.456,24.456
4,5,24.458,24.458
1,7,24.46,24.46
3,0,24.462,24.462
3,5,24.464,24.464
6,6,24.466,24.466
2,4,24.468,24.468
2,0,24.47,24.47
2,2,24.472,24.472
3,4,24.474,24.474
2,4,24.476,24.476
3,2,24.478,24.478
3,2,24.48,24.48
1,3,24.482,24.482
3,6,24.484,24.484
2,2,24.486,24.486
2,5,24.488,24.488
1,3,24.49,24.49
1,2,24.492,24.492
3,5,24.494,24.494
4,2,24.496,24.496
3,4,24.498,24.498
0,2,24.5,24.5
2,4,24.502,24.502
2,2,24.504,24.504
2,4,24.506,24.506
3,4,24.508,24.508
2,0,24.51,24.51
2,5,24.512,24.512
2,3,24.514,24.514
3,3,24.516,24.516
5,3,24.518,24.518
2,0,24.52,24.52
2,2,24.522,24.522
3,3,24.524,24.524
3,7,24.526,24.526
0,4,24.528,24.528
4,1,24.53,24.53
3,2,24.532,24.532
2,3,24.534,24.534
4,3,24.536,24.536
3,3,24.538,24.538
3,3,24.54,24.54
6,3,24.542,24.542
3,1,24.544,24.544
4,1,24.546,24.546
3,1,24.548,24.548
2,2,24.55,24.55
1,0,24.552,24.552
2,3,24.554,24.554
5,1,24.556,24.556
1,2,24.558,24.558
1,5,24.56,24.56
4,3,24.562,24.562
2,3,24.564,24.564
2,3,24.566,24.566
3,2,24.568,24.568
1,4,24.57,24.57
4,2,24.572,24.572
4,1,24.574,24.574
3,2,24.576,24.576
7,4,24.578,24.578
1,5,24.58,24.58
1,9,24.582,24.582
1,9,24.584,24.584
2,4,24.586,24.586
2,0,24.588,24.588
3,3,24.59,24.59
1,4,24.592,24.592
1,4,24.594,24.594
1,3,24.596,24.596
1,1,24.598,24.598
0,4,24.6,24.6
1,4,24.602,24.602
0,6,24.604,24.604
5,1,24.606,24.606
2,2,24.608,24.608
1,2,24.61,24.61
1,2,24.612,24.612
1,2,24.614,24.614
2,2,24.616,24.616
3,4,24.618,24.618
3,4,24.62,24.62
3,0,24.622,24.622
3,3,24.624,24.624
1,5,24.626,24.626
0,3,24.628,24.628
4,2,24.63,24.63
